Season,Pitcher,Home,Opp,IP,H,BB,SO,ERA,FIP,GB,FB,LD,PU,WPA
2024,crochga,0.0,ATL,7.0,3,1,8,1.38,1.94,7,9,3,1,0.234
2024,crochga,1.0,KCR,5.0,3,0,5,2.00,2.44,7,7,1,0,0.065
2024,crochga,0.0,CIN,4.2,4,3,10,3.57,2.24,2,5,4,0,-0.307
2024,crochga,1.0,PHI,3.0,5,2,3,5.61,3.87,3,8,1,1,-0.331
2024,crochga,1.0,MIN,4.0,7,2,6,6.37,4.11,4,8,4,1,-0.253
2024,crochga,0.0,MIN,5.0,2,1,7,5.97,4.03,5,5,0,2,0.069
2024,crochga,1.0,STL,6.0,3,0,6,5.31,3.93,6,9,3,2,0.230
2024,crochga,0.0,CLE,6.0,5,0,11,4.63,3.36,7,5,2,1,0.321
2024,crochga,0.0,WSN,5.0,3,3,6,4.18,3.28,7,5,3,1,0.281
2024,crochga,1.0,TOR,6.0,2,1,4,3.75,3.18,7,9,4,1,0.329
2024,crochga,0.0,BAL,6.0,3,1,11,3.68,3.09,5,5,4,0,0.022
2024,crochga,1.0,MIL,6.0,5,1,8,3.49,2.91,7,9,5,1,0.242
2024,crochga,0.0,BOS,6.0,3,2,10,3.33,2.78,3,8,3,0,0.082
2024,crochga,1.0,SEA,7.0,2,2,13,3.16,2.73,3,7,1,1,0.331
2024,crochga,0.0,HOU,6.0,9,1,8,3.25,2.61,8,10,5,0,-0.080
2024,crochga,0.0,LAD,5.2,5,0,6,3.05,2.55,10,4,2,0,0.333
2024,crochga,0.0,COL,7.0,5,0,11,3.02,2.38,5,10,7,1,0.110
2024,crochga,1.0,MIA,4.0,5,3,5,3.08,2.43,7,5,1,1,0.028
2024,crochga,0.0,PIT,2.0,0,0,4,3.02,2.36,2,0,0,0,0.097
2024,crochga,1.0,TEX,4.0,4,2,7,3.07,2.32,5,4,3,0,-0.036
2024,crochga,0.0,SEA,3.0,6,1,3,3.23,2.43,9,5,1,2,-0.307
2024,crochga,1.0,MIN,4.0,1,4,2,3.19,2.63,5,5,1,0,0.078
2024,crochga,0.0,CHC,2.1,9,0,5,3.65,2.99,1,10,6,0,-0.357
2024,crochga,1.0,HOU,4.0,4,0,9,3.61,2.85,3,4,2,0,0.123
2024,crochga,1.0,SFG,4.0,4,1,4,3.64,2.82,6,5,2,0,-0.044
2024,crochga,0.0,TEX,0.0,0,0,0,3.64,2.82,,,,,
2024,crochga,0.0,NYM,3.1,3,0,8,3.61,2.81,3,2,0,0,-0.047
2024,crochga,1.0,BOS,2.0,5,1,3,3.83,2.89,3,5,4,0,-0.308
2024,crochga,0.0,OAK,4.0,3,0,4,3.78,2.84,3,8,4,0,0.071
2024,crochga,1.0,SDP,4.0,1,0,8,3.68,2.74,2,3,1,0,0.215
2024,crochga,1.0,DET,4.0,4,1,6,3.58,2.69,5,4,2,2,0.212
2024,elderbr,0.0,MIA,6.2,8,0,4,0.00,2.42,11,10,6,0,0.339
2024,elderbr,0.0,CLE,5.1,4,4,2,1.50,3.67,13,3,0,0,0.038
2024,elderbr,1.0,LAD,3.1,7,4,4,5.28,6.36,4,8,1,0,-0.325
2024,elderbr,1.0,NYM,5.1,7,0,6,4.79,4.96,9,8,3,1,-0.065
2024,elderbr,0.0,SDP,3.0,9,3,3,6.46,5.41,5,10,6,0,-0.320
2024,elderbr,1.0,STL,6.0,4,0,4,5.76,4.68,10,8,4,2,0.019
2024,elderbr,1.0,ARI,5.0,4,2,1,5.71,4.58,9,9,5,1,-0.089
2024,elderbr,0.0,STL,5.0,8,1,9,6.35,4.68,4,10,4,1,-0.372
2024,elderbr,1.0,MIL,6.1,5,1,7,5.67,4.23,9,8,5,1,0.201
2024,elderbr,0.0,MIL,3.2,8,2,6,6.52,4.56,6,7,3,0,-0.363
2024,ceasedy,0.0,SFG,4.2,2,2,6,3.86,1.88,2,9,3,2,-0.115
2024,ceasedy,1.0,SFG,6.0,4,2,7,3.38,1.85,5,10,4,1,0.067
2024,ceasedy,0.0,CHC,6.0,2,2,7,2.16,2.63,4,10,2,2,0.107
2024,ceasedy,1.0,MIL,6.0,2,5,7,1.99,2.81,5,7,4,1,0.234
2024,ceasedy,1.0,COL,7.0,1,0,8,1.82,2.36,6,8,1,0,0.337
2024,ceasedy,0.0,PHI,6.0,6,3,5,2.78,2.83,7,12,4,1,-0.197
2024,ceasedy,1.0,ARI,6.2,3,0,8,2.55,2.50,6,8,5,0,0.220
2024,ceasedy,1.0,CHC,7.0,1,2,12,2.19,2.29,3,6,0,2,0.387
2024,ceasedy,0.0,COL,5.2,5,1,8,2.45,2.38,5,8,2,1,0.034
2024,ceasedy,1.0,ATL,4.0,9,3,5,3.05,2.86,4,13,5,1,-0.261
2024,ceasedy,0.0,NYY,6.2,8,0,9,3.29,2.82,8,11,5,1,-0.167
2024,ceasedy,1.0,KCR,5.1,5,1,5,3.42,2.74,4,11,4,2,-0.166
2024,ceasedy,1.0,LAA,6.0,4,1,6,3.51,3.00,5,10,3,1,-0.086
2024,ceasedy,0.0,OAK,6.0,8,1,8,3.36,3.05,7,11,5,1,0.233
2024,ceasedy,1.0,NYM,3.2,7,3,5,3.95,3.34,1,12,4,1,-0.401
2024,ceasedy,0.0,MIL,4.2,6,2,10,4.14,3.18,9,1,0,0,-0.181
2024,ceasedy,0.0,WSN,7.0,1,2,9,3.84,3.05,6,6,2,0,0.304
2024,ceasedy,1.0,TEX,3.2,8,2,5,4.24,3.27,4,9,4,0,-0.308
2024,ceasedy,0.0,ARI,7.0,5,1,8,4.21,3.39,5,12,7,0,-0.028
2024,ceasedy,0.0,ATL,6.0,1,3,11,3.99,3.26,2,6,0,1,0.354
2024,ceasedy,1.0,CLE,7.0,1,1,10,3.76,3.12,5,6,1,1,0.361
2024,ceasedy,1.0,WSN,9.0,0,3,9,3.50,3.05,12,4,1,0,0.432
2024,ceasedy,0.0,LAD,5.2,3,3,6,3.42,3.03,8,5,2,0,0.148
2024,ceasedy,1.0,PIT,1.0,1,0,2,3.40,3.01,0,2,0,0,0.048
2024,ceasedy,1.0,MIA,5.0,6,2,5,3.41,3.07,9,8,3,0,-0.261
2024,ceasedy,1.0,COL,5.2,3,5,5,3.46,3.20,8,6,4,1,0.185
2024,ceasedy,0.0,NYM,6.1,9,1,7,3.43,3.13,10,10,5,1,-0.081
2024,ceasedy,1.0,STL,4.1,7,4,4,3.57,3.15,9,7,4,1,-0.112
2024,ceasedy,1.0,TBR,5.0,2,3,4,3.62,3.16,5,8,3,2,0.017
2024,ceasedy,0.0,SFG,6.0,6,2,4,3.71,3.22,6,13,5,2,-0.135
2024,ceasedy,1.0,SFG,6.0,4,2,10,3.58,3.14,3,8,4,0,0.241
2024,ceasedy,0.0,HOU,8.1,2,0,5,3.42,3.09,12,11,4,2,0.550
2024,ceasedy,1.0,LAD,5.0,5,3,4,3.47,3.10,4,12,5,3,-0.109
2024,snellbl,0.0,WSN,3.0,3,2,5,9.00,1.83,5,2,1,1,-0.199
2024,snellbl,1.0,TBR,4.0,6,2,4,12.86,6.02,6,8,4,1,-0.382
2024,snellbl,0.0,ARI,4.2,9,1,3,11.57,4.62,10,10,4,1,-0.306
2024,snellbl,1.0,PIT,3.1,4,4,5,11.40,4.63,5,4,1,1,-0.058
2024,snellbl,0.0,PHI,4.0,5,2,7,10.42,4.59,3,8,4,1,-0.250
2024,snellbl,0.0,NYY,4.2,5,3,7,9.51,4.64,3,9,1,0,0.059
2024,snellbl,0.0,TOR,5.0,1,3,3,7.85,4.49,4,8,2,3,0.277
2024,snellbl,0.0,MIN,7.0,1,0,8,6.31,3.78,6,7,1,2,0.394
2024,snellbl,1.0,LAD,6.0,4,2,4,5.83,3.96,11,6,2,1,0.009
2024,snellbl,0.0,COL,6.0,2,2,15,5.10,3.35,0,5,3,0,0.359
2024,snellbl,1.0,CIN,9.0,0,3,11,4.29,3.10,2,13,3,1,0.532
2024,snellbl,1.0,WSN,6.0,4,1,8,4.31,3.10,9,5,3,1,-0.051
2024,snellbl,0.0,ATL,6.1,2,3,11,3.91,2.92,4,5,1,2,0.284
2024,snellbl,1.0,OAK,7.0,6,2,10,3.67,2.76,5,11,6,2,0.225
2024,snellbl,1.0,SEA,3.0,0,6,5,3.76,2.87,1,3,2,1,-0.079
2024,snellbl,0.0,MIA,7.0,4,1,8,3.56,2.75,9,8,4,1,0.195
2024,snellbl,0.0,ARI,1.0,2,2,2,3.62,2.78,3,1,1,0,-0.161
2024,snellbl,0.0,MIL,5.0,4,2,8,3.52,2.69,4,7,3,0,0.090
2024,snellbl,1.0,BAL,6.0,1,2,12,3.31,2.53,4,3,1,1,0.241
2024,snellbl,1.0,KCR,6.0,2,1,9,3.12,2.43,3,8,3,0,0.360
2024,peralfr,1.0,NYM,6.0,1,1,8,1.50,3.17,4,6,3,0,0.243
2024,peralfr,0.0,SEA,5.2,4,1,7,3.09,2.74,6,8,0,3,-0.065
2024,peralfr,1.0,BAL,6.0,5,0,11,2.55,2.37,3,9,5,1,0.120
2024,peralfr,1.0,STL,6.0,4,2,7,1.90,2.24,8,7,2,1,0.388
2024,peralfr,1.0,PIT,4.2,5,5,5,3.18,3.02,6,8,1,2,-0.369
2024,peralfr,0.0,TBR,5.1,1,0,7,3.21,3.20,5,4,0,1,0.189
2024,peralfr,1.0,CHC,5.0,3,6,5,3.49,3.48,6,5,3,1,-0.092
2024,peralfr,0.0,STL,6.0,8,1,8,3.63,3.14,2,16,7,4,-0.084
2024,peralfr,1.0,HOU,5.0,8,1,6,4.17,3.49,4,12,5,0,-0.421
2024,peralfr,1.0,MIA,7.0,4,1,7,3.81,3.48,8,9,1,2,0.240
2024,peralfr,0.0,CHC,5.2,3,2,11,3.61,3.41,2,7,2,2,0.121
2024,peralfr,0.0,CHW,5.0,4,1,7,3.74,3.42,6,6,4,0,-0.029
2024,peralfr,1.0,DET,3.1,4,5,3,3.95,3.53,5,6,2,2,-0.266
2024,peralfr,0.0,CIN,5.1,10,1,6,4.38,3.81,5,14,6,2,-0.330
2024,peralfr,1.0,LAA,6.0,3,2,8,4.06,3.64,7,6,1,2,0.391
2024,peralfr,0.0,TEX,5.0,4,2,6,4.03,3.55,7,6,4,1,0.005
2024,peralfr,0.0,CHC,7.0,2,2,8,3.83,3.55,5,10,0,2,0.133
2024,peralfr,1.0,LAD,4.0,4,3,4,3.95,3.71,6,7,3,1,-0.152
2024,peralfr,0.0,WSN,5.0,10,0,6,4.11,3.69,6,11,6,0,-0.191
2024,peralfr,1.0,MIN,6.0,2,2,8,3.88,3.57,5,7,3,0,0.387
2024,peralfr,0.0,MIA,5.1,6,5,4,3.94,3.84,6,12,3,2,-0.292
2024,peralfr,0.0,ATL,6.0,3,2,7,3.89,3.96,4,10,2,1,0.126
2024,peralfr,1.0,ATL,5.0,8,2,6,4.02,3.98,8,7,5,0,-0.267
2024,peralfr,0.0,LAD,6.0,5,2,4,4.11,4.13,7,12,5,1,-0.142
2024,peralfr,0.0,CLE,6.0,4,2,3,4.00,4.18,5,12,3,3,0.247
2024,peralfr,1.0,STL,5.0,3,2,2,3.86,4.18,3,13,5,4,0.281
2024,peralfr,0.0,SFG,6.0,2,3,8,3.70,4.09,7,4,1,2,0.305
2024,peralfr,0.0,STL,5.1,6,2,3,3.75,4.23,2,16,6,1,0.015
2024,peralfr,0.0,COL,4.2,7,2,4,3.81,4.28,5,11,7,1,0.106
2024,peralfr,1.0,ARI,5.0,6,4,5,3.75,4.26,7,7,4,0,0.176
2024,peralfr,0.0,PHI,5.0,2,2,9,3.69,4.24,1,7,2,1,0.146
2024,peralfr,1.0,PIT,5.1,2,2,7,3.68,4.16,6,5,4,0,0.005
2024,castilu,0.0,BOS,5.0,6,2,5,7.20,4.97,7,9,3,2,-0.247
2024,castilu,0.0,CLE,5.2,10,1,7,6.75,4.20,10,9,3,4,-0.204
2024,castilu,1.0,TOR,5.0,9,1,6,6.89,3.29,6,12,8,2,-0.194
2024,castilu,0.0,CHC,6.0,7,0,9,5.82,3.03,6,9,1,2,-0.109
2024,castilu,1.0,COL,7.0,2,1,9,4.40,2.54,5,9,3,0,0.250
2024,castilu,1.0,TEX,6.0,4,2,6,4.15,3.22,4,11,5,2,0.119
2024,castilu,0.0,ATL,7.0,3,1,7,3.46,2.95,5,12,4,3,0.325
2024,castilu,1.0,MIN,6.2,2,3,7,3.35,2.88,7,9,2,0,-0.037
2024,castilu,0.0,OAK,6.0,7,0,8,3.31,3.09,5,11,5,0,0.132
2024,castilu,1.0,BAL,6.0,4,4,2,3.28,3.23,6,13,5,4,-0.010
2024,castilu,1.0,NYY,5.0,7,3,3,3.31,3.72,9,8,1,2,-0.014
2024,castilu,0.0,HOU,6.0,5,1,6,3.28,3.73,6,11,3,0,0.024
2024,castilu,0.0,LAA,7.0,2,3,6,2.99,3.68,7,9,3,2,0.439
2024,castilu,1.0,KCR,5.0,6,1,4,3.35,3.74,5,12,6,1,-0.393
2024,castilu,0.0,TEX,6.0,4,1,7,3.32,3.58,8,7,2,2,0.136
2024,castilu,1.0,CLE,5.0,8,2,4,3.63,3.81,4,13,7,1,-0.368
2024,castilu,1.0,TBR,5.1,5,4,4,3.79,3.95,6,10,4,4,-0.044
2024,castilu,0.0,MIN,5.0,6,0,3,3.87,3.85,10,8,4,1,-0.112
2024,castilu,0.0,TOR,6.2,2,2,8,3.72,3.84,4,9,1,3,0.256
2024,castilu,1.0,LAA,6.0,4,2,5,3.53,3.77,10,6,5,0,0.129
2024,castilu,0.0,HOU,7.0,6,1,3,3.55,3.74,15,8,5,1,-0.111
2024,castilu,0.0,LAA,6.0,5,2,7,3.38,3.65,8,7,3,0,0.352
2024,castilu,1.0,BOS,6.0,6,1,4,3.43,3.71,6,14,5,2,-0.087
2024,castilu,0.0,DET,6.0,8,0,9,3.48,3.56,14,3,3,0,-0.091
2024,castilu,0.0,NYM,6.0,4,2,9,3.40,3.57,2,11,3,0,0.267
2024,castilu,1.0,PIT,5.1,5,3,6,3.51,3.71,6,8,4,1,-0.209
2024,castilu,0.0,SFG,6.0,6,0,9,3.66,3.82,4,11,2,2,-0.250
2024,castilu,0.0,TBR,5.2,6,2,4,3.65,3.86,6,12,5,4,0.094
2024,castilu,1.0,OAK,7.0,4,1,5,3.60,3.94,5,14,2,4,0.197
2024,castilu,1.0,STL,3.0,5,1,3,3.64,3.91,5,6,3,0,-0.014
2024,sprinje,0.0,MIA,3.2,6,1,3,4.91,5.89,5,9,3,1,-0.100
2024,sprinje,1.0,STL,5.0,6,3,3,6.23,8.01,7,10,5,0,-0.224
2024,sprinje,0.0,BAL,5.0,6,0,8,4.61,6.02,4,9,3,1,0.085
2024,sprinje,0.0,ARI,5.0,4,1,7,3.86,4.67,4,8,4,2,0.148
2024,sprinje,1.0,OAK,3.1,7,2,3,4.50,4.44,6,7,5,0,-0.195
2024,sprinje,1.0,SEA,5.0,1,2,9,3.67,3.76,1,5,1,1,0.267
2024,sprinje,0.0,MIN,6.0,4,2,4,3.27,3.98,9,9,2,2,0.226
2024,holmecl,1.0,HOU,1.0,3,0,0,0.00,3.17,2,3,3,0,0.193
2024,holmecl,1.0,HOU,1.0,0,0,0,0.00,4.67,3,0,0,0,0.087
2024,holmecl,1.0,HOU,1.0,2,0,0,0.00,4.17,3,2,1,0,0.193
2024,holmecl,1.0,ARI,1.1,1,0,1,0.00,4.09,5,0,0,0,-0.298
2024,holmecl,0.0,TOR,0.2,1,0,1,0.00,3.57,2,0,0,0,0.106
2024,holmecl,0.0,MIA,1.0,0,0,1,0.00,3.17,1,1,0,0,0.161
2024,holmecl,1.0,CLE,1.0,1,0,2,0.00,2.59,1,1,0,0,0.196
2024,holmecl,1.0,CLE,1.0,0,1,1,0.00,2.79,2,0,0,0,0.135
2024,holmecl,1.0,TOR,1.0,1,0,0,0.00,2.83,2,2,1,1,0.088
2024,holmecl,0.0,TBR,1.0,2,0,0,0.00,2.87,1,3,2,0,0.073
2024,holmecl,0.0,TBR,1.0,1,0,2,0.00,2.53,1,1,1,0,0.136
2024,holmecl,0.0,OAK,1.0,0,0,2,0.00,2.25,1,0,0,0,0.161
2024,holmecl,1.0,MIL,1.0,0,0,2,0.00,2.01,1,0,0,0,0.140
2024,holmecl,1.0,BAL,0.1,0,0,1,0.00,1.89,1,0,0,0,-0.057
2024,holmecl,1.0,BAL,1.2,1,0,3,0.00,1.63,3,0,0,0,0.250
2024,holmecl,0.0,DET,1.1,1,0,2,0.00,1.51,2,0,0,0,0.107
2024,holmecl,1.0,TBR,1.0,1,2,3,0.00,1.61,0,1,1,0,0.087
2024,holmecl,1.0,MIN,1.0,0,0,0,0.00,1.69,1,2,0,0,0.018
2024,holmecl,0.0,CHW,1.0,0,1,2,0.00,1.72,1,0,0,0,0.073
2024,holmecl,0.0,CHW,0.2,0,0,0,0.00,1.77,1,1,1,0,0.013
2024,holmecl,0.0,SEA,0.2,4,2,0,1.74,2.10,4,2,1,0,-0.801
2024,holmecl,0.0,SEA,1.1,2,0,2,1.64,1.98,3,1,0,0,0.029
2024,holmecl,1.0,SDP,1.0,0,0,1,1.57,1.95,2,0,0,0,0.042
2024,holmecl,1.0,LAA,0.1,2,0,0,1.54,1.97,2,1,1,0,-0.557
2024,holmecl,1.0,LAA,1.0,1,1,0,1.48,2.14,3,0,0,0,0.198
2024,holmecl,1.0,SFG,1.0,1,1,1,1.42,2.22,2,1,0,0,0.016
2024,holmecl,1.0,SFG,1.0,0,0,0,1.37,2.25,2,1,1,0,0.084
2024,holmecl,0.0,MIN,1.0,1,0,1,1.32,2.21,1,2,1,0,0.033
2024,holmecl,0.0,LAD,1.0,0,0,0,1.27,2.25,3,0,0,0,0.136
2024,holmecl,0.0,LAD,1.0,2,0,1,1.23,2.21,2,2,1,1,0.073
2024,holmecl,1.0,KCR,0.2,3,0,0,1.80,2.23,3,2,1,0,-0.799
2024,holmecl,0.0,BAL,1.0,2,0,1,2.32,2.62,3,1,1,0,0.014
2024,holmecl,0.0,BAL,1.0,2,0,0,2.53,2.63,2,3,1,1,-0.304
2024,holmecl,0.0,ATL,1.0,0,0,2,2.45,2.53,0,1,0,0,0.017
2024,holmecl,1.0,TOR,1.0,2,0,2,2.65,2.43,3,0,0,0,0.000
2024,holmecl,0.0,CIN,1.0,0,0,3,2.57,2.28,0,0,0,0,0.037
2024,holmecl,0.0,BOS,1.0,2,0,0,3.00,2.67,3,2,0,0,-0.291
2024,holmecl,1.0,TBR,1.1,0,0,2,2.89,2.58,1,1,1,0,0.314
2024,holmecl,1.0,BAL,1.0,0,0,1,2.82,2.62,1,1,0,1,0.036
2024,holmecl,1.0,BAL,0.2,2,2,1,2.77,2.73,3,1,1,0,-0.919
2024,holmecl,0.0,NYM,1.0,1,0,1,2.70,2.69,1,1,0,0,0.037
2024,holmecl,1.0,BOS,0.2,2,0,1,2.88,2.65,1,2,1,0,-0.514
2024,holmecl,1.0,BOS,2.0,0,1,2,2.74,2.65,4,0,0,0,0.239
2024,holmecl,1.0,PHI,1.0,3,1,0,2.89,2.73,6,0,0,0,-0.300
2024,holmecl,1.0,PHI,1.0,1,0,0,2.82,2.74,2,1,0,0,0.200
2024,holmecl,0.0,TOR,0.1,0,0,1,2.80,2.70,0,0,0,0,0.013
2024,holmecl,0.0,TOR,0.2,0,0,1,2.76,2.66,0,1,0,0,0.085
2024,holmecl,0.0,LAA,1.0,0,0,2,2.70,2.59,1,0,0,0,0.033
2024,holmecl,0.0,TEX,1.1,1,2,2,2.81,2.65,2,1,0,0,0.115
2024,holmecl,1.0,DET,1.0,0,0,2,2.76,2.57,0,1,1,0,0.040
2024,holmecl,1.0,DET,1.0,2,0,3,2.88,2.47,1,1,1,0,-0.305
2024,holmecl,0.0,CLE,1.0,0,1,3,2.82,2.42,0,0,0,0,0.136
2024,holmecl,0.0,COL,1.0,0,1,1,2.77,2.45,0,2,1,0,0.033
2024,holmecl,1.0,WSN,1.0,0,0,0,2.72,2.47,2,1,1,0,0.039
2024,holmecl,0.0,STL,1.0,0,0,0,2.67,2.48,2,1,1,0,0.033
2024,holmecl,1.0,TEX,0.2,1,1,0,2.63,2.54,2,1,1,0,0.007
2024,holmecl,1.0,TEX,0.1,2,2,0,3.27,2.89,1,2,1,0,-0.807
2024,holmecl,1.0,CHC,1.0,0,0,2,3.21,2.83,1,0,0,0,0.030
2024,holmecl,0.0,KCR,1.0,2,0,1,3.32,2.80,1,3,2,0,-0.110
2024,holmecl,0.0,BOS,0.2,0,0,0,3.28,2.80,1,1,0,0,0.203
2024,holmecl,0.0,BOS,0.2,1,0,1,3.24,2.77,0,2,1,0,0.020
2024,holmecl,1.0,SEA,0.2,1,1,1,3.36,3.01,0,2,0,0,-0.201
2024,holmecl,1.0,SEA,1.0,0,1,0,3.30,3.07,3,0,0,0,0.026
2024,holmecl,1.0,OAK,0.1,1,1,1,3.28,3.08,1,0,0,0,-0.088
2024,holmecl,0.0,BAL,0.2,1,0,1,3.25,3.05,2,0,0,0,0.001
2024,holmecl,0.0,PIT,1.0,0,0,0,3.19,3.05,2,1,1,0,0.087
2024,holmecl,0.0,PIT,1.0,0,0,1,3.14,3.02,2,0,0,0,0.073
2024,rodonca,1.0,HOU,4.1,5,3,4,2.08,3.40,2,12,8,1,0.091
2024,rodonca,1.0,ARI,5.1,7,2,3,2.79,5.96,7,12,2,4,-0.038
2024,rodonca,0.0,MIA,6.0,5,2,6,2.87,4.51,8,8,3,3,0.130
2024,rodonca,1.0,TOR,4.0,5,4,5,3.66,4.34,3,9,4,1,-0.169
2024,rodonca,0.0,OAK,7.0,1,2,4,2.70,4.18,8,9,1,5,0.441
2024,rodonca,1.0,MIL,6.0,2,1,8,2.48,3.99,2,10,2,0,0.098
2024,rodonca,1.0,BAL,4.0,8,0,6,3.68,4.80,5,10,5,1,-0.346
2024,rodonca,0.0,HOU,6.1,7,0,7,3.56,4.61,7,12,3,0,0.136
2024,rodonca,1.0,MIN,6.0,6,0,6,3.31,4.45,5,13,6,1,0.139
2024,rodonca,0.0,CHW,6.0,4,2,6,3.27,4.49,3,12,3,2,0.064
2024,rodonca,1.0,SDP,6.0,3,3,2,2.95,4.44,7,11,1,0,0.141
2024,rodonca,1.0,LAA,6.0,3,1,5,3.09,4.42,6,10,3,3,0.164
2024,rodonca,0.0,MIN,6.0,3,0,9,3.08,4.25,4,8,2,0,0.178
2024,rodonca,1.0,KCR,7.0,5,0,3,2.93,4.12,9,12,3,0,0.275
2024,rodonca,1.0,BOS,5.0,7,3,7,3.28,4.00,5,10,6,0,-0.294
2024,rodonca,0.0,ATL,3.2,11,2,3,3.86,4.41,7,12,6,0,-0.414
2024,rodonca,1.0,TOR,5.0,10,1,8,4.42,4.54,9,7,3,1,-0.398
2024,rodonca,0.0,CIN,5.1,3,2,8,4.45,4.63,1,10,1,0,-0.100
2024,rodonca,1.0,TBR,4.0,5,2,5,4.63,4.66,5,6,1,0,-0.276
2024,rodonca,1.0,BAL,4.0,4,3,7,4.63,4.68,2,7,3,2,-0.067
2024,rodonca,0.0,TBR,7.0,2,2,10,4.42,4.58,3,10,2,2,0.253
2024,rodonca,1.0,BOS,6.1,5,1,7,4.34,4.63,5,12,4,0,0.178
2024,rodonca,0.0,TOR,5.1,3,2,8,4.37,4.59,2,9,2,1,0.092
2024,rodonca,0.0,TEX,5.2,3,5,6,4.18,4.55,2,12,2,2,0.219
2024,rodonca,1.0,DET,3.1,7,1,5,4.34,4.47,2,10,6,1,-0.244
2024,rodonca,0.0,COL,6.0,4,1,5,4.16,4.36,7,10,5,1,0.347
2024,rodonca,1.0,WSN,5.2,8,2,8,4.31,4.33,7,8,4,1,-0.281
2024,rodonca,1.0,TEX,6.0,1,2,11,4.19,4.29,1,7,0,1,0.157
2024,rodonca,0.0,KCR,6.0,5,1,9,4.15,4.32,8,8,4,2,-0.221
2024,rodonca,0.0,BOS,5.1,6,2,5,4.12,4.33,10,7,3,0,0.072
2024,rodonca,1.0,OAK,6.0,5,1,4,3.98,4.26,8,9,4,2,0.156
2024,rodonca,0.0,PIT,5.1,4,4,5,3.96,4.39,4,8,2,1,0.028
2024,freelky,1.0,ARI,2.1,10,1,2,38.57,8.31,6,8,5,0,-0.420
2024,freelky,1.0,CHC,3.1,9,3,2,27.00,11.28,7,10,5,0,-0.323
2024,freelky,0.0,ARI,5.0,6,2,2,16.03,7.67,10,10,3,1,-0.174
2024,freelky,1.0,TOR,5.0,7,2,3,13.21,6.23,11,7,6,1,-0.179
2024,freelky,0.0,WSN,6.0,1,1,4,9.55,5.15,8,7,2,1,0.380
2024,freelky,1.0,CHW,6.2,7,2,3,7.94,5.14,6,17,8,1,0.209
2024,freelky,0.0,KCR,7.0,7,1,5,6.62,4.55,8,14,10,2,0.193
2024,freelky,1.0,CIN,6.2,8,1,9,6.00,4.29,9,8,5,2,0.177
2024,freelky,0.0,SFG,6.0,5,1,4,5.63,4.31,4,15,7,2,0.027
2024,freelky,1.0,SFG,4.0,8,1,8,6.23,4.47,3,9,3,1,-0.326
2024,freelky,1.0,LAA,7.0,6,0,6,5.64,4.34,9,10,5,1,0.302
2024,freelky,0.0,NYM,4.2,4,2,7,5.65,4.12,3,8,3,1,-0.082
2024,freelky,0.0,ATL,3.2,4,1,1,5.75,4.47,4,9,3,1,-0.119
2024,freelky,0.0,SDP,5.0,8,3,3,5.97,4.42,8,10,8,2,-0.212
2024,freelky,1.0,NYY,6.2,5,2,3,5.70,4.65,13,9,4,2,-0.045
2024,freelky,0.0,MIA,6.0,6,1,5,5.51,4.61,11,8,2,0,0.150
2024,freelky,1.0,ATL,5.0,6,0,5,5.30,4.42,6,9,2,2,-0.007
2024,freelky,1.0,MIL,6.0,3,0,4,4.97,4.26,4,14,4,5,0.216
2024,freelky,0.0,CHC,7.0,7,1,3,4.89,4.41,8,17,7,2,-0.009
2024,freelky,1.0,LAD,6.0,7,0,2,4.95,4.66,8,15,4,3,-0.294
2024,freelky,0.0,STL,4.1,10,1,4,5.24,4.90,6,12,6,1,-0.426
2024,lucasea,0.0,TEX,1.0,3,1,2,18.00,2.17,1,3,1,0,-0.023
2024,lucasea,1.0,SEA,1.1,2,1,4,11.57,0.59,1,1,1,0,0.001
2024,lucasea,1.0,HOU,1.1,3,1,0,14.73,2.35,3,5,2,2,-0.019
2024,lucasea,1.0,CLE,0.1,1,1,0,15.75,3.92,1,1,1,0,-0.006
2024,lucasea,1.0,CLE,2.0,0,0,2,10.50,3.00,2,2,0,0,0.098
2024,lucasea,0.0,MIN,1.0,2,1,0,10.29,3.45,1,4,2,1,-0.146
2024,lucasea,0.0,BOS,1.2,0,2,1,10.38,3.86,2,2,0,0,0.049
2024,lucasea,0.0,MIA,3.0,6,2,1,10.80,5.14,5,7,0,0,-0.132
2024,kikucyu,1.0,TBR,4.1,6,3,4,6.23,6.40,9,6,2,2,-0.040
2024,kikucyu,1.0,NYY,5.1,4,2,7,2.79,3.79,8,3,1,1,0.312
2024,kikucyu,0.0,SEA,6.0,3,2,9,2.30,2.78,5,7,3,1,0.182
2024,kikucyu,0.0,NYY,6.0,4,1,9,2.08,2.20,4,9,5,0,0.214
2024,kikucyu,1.0,KCR,6.0,5,0,4,2.28,2.59,8,11,4,1,0.203
2024,kikucyu,0.0,LAD,6.0,9,0,3,2.94,2.51,9,15,8,0,-0.192
2024,kikucyu,1.0,WSN,6.0,6,1,7,2.72,2.33,9,7,5,1,0.254
2024,kikucyu,0.0,MIN,8.0,4,0,3,2.64,2.62,8,16,2,4,0.158
2024,kikucyu,1.0,BAL,4.1,6,1,9,2.60,2.63,3,7,3,2,0.092
2024,kikucyu,0.0,CHW,6.0,5,3,6,2.64,2.63,10,8,3,0,-0.071
2024,kikucyu,1.0,DET,3.0,8,0,0,3.25,2.87,6,11,6,1,-0.294
