Season,Pitcher,Home,Opp,IP,H,BB,SO,ERA,FIP,GB,FB,LD,PU,WPA
2023,freelky,0.0,STL,6.0,6,2,5,0.96,4.27,7,10,3,2,0.103
2023,freelky,0.0,PIT,2.2,8,1,1,3.80,4.80,7,10,6,0,-0.403
2023,freelky,1.0,PHI,6.0,5,1,6,4.28,5.56,7,10,4,0,-0.178
2023,freelky,0.0,ARI,6.0,5,1,3,4.32,5.45,9,9,2,2,0.026
2023,freelky,0.0,MIL,5.0,3,0,5,3.76,4.90,7,4,1,0,0.269
2023,freelky,1.0,PIT,7.0,7,3,4,3.57,4.95,11,9,5,0,0.098
2023,freelky,0.0,PHI,6.0,4,1,8,3.16,4.50,7,8,0,1,0.326
2023,freelky,1.0,TEX,2.0,9,0,0,3.88,4.46,7,9,5,0,-0.393
2023,freelky,0.0,MIA,5.0,7,2,4,3.86,4.32,5,13,7,1,0.061
2023,freelky,1.0,ARI,5.2,6,3,1,4.22,4.94,9,12,4,0,-0.211
2023,freelky,1.0,KCR,7.0,4,0,1,4.06,4.93,10,13,4,2,0.151
2023,freelky,0.0,SDP,5.0,6,2,5,3.91,4.77,8,7,3,0,0.203
2023,freelky,1.0,ATL,4.1,9,3,1,4.48,4.77,8,11,8,1,-0.397
2023,freelky,0.0,LAA,5.0,9,2,3,4.54,4.99,6,15,5,2,-0.154
2023,freelky,0.0,LAD,5.0,4,5,7,4.88,5.05,2,10,3,0,-0.315
2023,freelky,1.0,HOU,6.1,9,2,3,4.93,5.07,10,15,7,3,-0.059
2023,freelky,1.0,SFG,6.1,7,3,0,4.72,5.17,9,15,6,1,0.141
2023,freelky,0.0,OAK,4.0,9,0,3,4.79,5.07,14,7,4,0,-0.255
2023,freelky,0.0,SDP,6.0,7,1,6,4.86,5.24,5,14,4,2,-0.102
2023,freelky,1.0,MIL,6.0,8,0,4,4.84,5.29,8,12,7,2,-0.236
2023,freelky,1.0,LAD,5.0,6,1,1,4.94,5.32,4,16,5,1,-0.190
2023,freelky,0.0,CHW,5.0,8,1,6,5.02,5.17,7,8,5,1,-0.004
2023,freelky,1.0,BAL,6.0,8,0,3,5.00,5.23,9,13,5,0,-0.002
2023,freelky,0.0,ATL,5.2,8,1,3,5.18,5.41,11,11,4,0,-0.240
2023,freelky,1.0,ARI,6.0,6,3,2,5.09,5.36,9,12,5,0,0.180
2023,freelky,0.0,CHC,6.0,8,0,2,5.07,5.33,8,15,7,2,-0.010
2023,freelky,0.0,SFG,3.0,4,1,1,5.03,5.30,6,5,3,1,0.079
2023,kikucyu,1.0,KCR,5.0,3,1,2,1.80,5.66,7,8,4,0,0.190
2023,kikucyu,1.0,LAA,4.1,9,1,6,6.75,7.76,6,9,2,1,-0.296
2023,kikucyu,0.0,TBR,6.0,4,1,9,4.70,5.86,5,8,4,1,0.219
2023,kikucyu,1.0,NYY,6.0,4,2,3,3.80,5.74,9,8,4,1,0.263
2023,kikucyu,0.0,CHW,5.2,4,1,8,3.00,4.74,3,9,4,0,0.251
2023,kikucyu,1.0,BOS,4.1,9,0,2,4.02,5.33,6,13,4,1,-0.263
2023,kikucyu,1.0,PIT,6.1,4,2,3,3.35,4.98,7,13,3,3,0.243
2023,kikucyu,0.0,ATL,4.0,9,0,7,3.89,5.42,5,10,3,1,-0.389
2023,kikucyu,0.0,BAL,4.2,3,4,3,4.08,5.61,7,6,1,2,-0.125
2023,kikucyu,1.0,TBR,5.0,8,2,5,4.56,5.81,6,12,6,4,-0.269
2023,kikucyu,0.0,MIL,5.0,3,5,4,4.47,5.94,5,8,4,1,-0.015
2023,kikucyu,1.0,NYM,5.0,4,1,8,4.40,5.93,1,10,2,3,0.100
2023,kikucyu,0.0,MIN,5.0,4,1,4,4.34,5.85,9,6,2,2,0.003
2023,kikucyu,1.0,BAL,4.2,6,2,7,4.31,5.75,4,10,4,1,-0.024
2023,kikucyu,1.0,MIA,6.0,2,0,6,3.97,5.40,7,6,3,0,0.373
2023,kikucyu,0.0,OAK,7.0,2,2,8,3.75,5.26,5,10,2,2,0.235
2023,kikucyu,0.0,BOS,4.1,7,2,7,4.08,5.21,2,11,5,2,-0.283
2023,kikucyu,1.0,CHW,5.0,8,0,4,4.24,5.16,7,10,6,0,-0.233
2023,kikucyu,0.0,ARI,4.2,2,3,4,4.13,5.14,4,7,3,0,0.042
2023,kikucyu,1.0,SEA,5.1,5,1,8,3.92,4.92,7,5,2,2,0.278
2023,kikucyu,1.0,LAD,6.0,7,2,8,3.79,4.76,6,9,7,0,0.255
2023,kikucyu,0.0,BAL,6.0,6,1,3,3.67,4.66,12,9,4,2,0.219
2023,kikucyu,1.0,CLE,7.0,3,1,6,3.53,4.51,12,6,2,1,0.221
2023,kikucyu,0.0,PHI,6.0,4,0,7,3.44,4.34,4,10,5,1,0.178
2023,kikucyu,1.0,BAL,4.2,7,1,6,3.52,4.23,1,14,8,2,-0.006
2023,kikucyu,0.0,CLE,6.0,6,2,8,3.63,4.21,5,10,5,1,-0.141
2023,kikucyu,1.0,COL,4.2,6,4,6,3.63,4.18,8,7,6,0,-0.101
2023,kikucyu,0.0,KCR,5.0,3,1,8,3.57,4.15,6,3,1,0,0.141
2023,kikucyu,0.0,TEX,5.0,5,2,3,3.81,4.29,7,10,3,2,-0.260
2023,kikucyu,1.0,NYY,5.0,4,1,7,3.74,4.19,6,5,3,1,0.131
2023,kikucyu,1.0,TBR,4.0,9,0,7,3.82,4.08,4,8,5,0,-0.090
2023,kikucyu,0.0,TBR,5.0,5,2,4,3.86,4.12,5,9,5,1,0.167
2023,grayso,1.0,KCR,5.0,3,4,1,0.00,5.26,7,10,6,1,0.310
2023,grayso,0.0,HOU,7.0,4,1,13,0.75,2.17,3,9,5,1,0.291
2023,grayso,0.0,CHW,5.0,3,2,5,0.53,2.26,5,8,2,2,0.288
2023,grayso,1.0,BOS,5.0,7,2,7,0.82,2.12,7,8,4,2,0.161
2023,grayso,0.0,NYY,7.0,3,2,8,0.62,2.05,11,3,1,1,0.291
2023,grayso,0.0,KCR,6.0,5,1,7,0.77,1.94,8,8,4,1,0.173
2023,grayso,1.0,CLE,5.0,4,3,6,1.35,2.03,9,4,2,1,-0.101
2023,grayso,0.0,CHC,5.1,4,1,9,1.39,1.84,6,4,4,0,0.219
2023,grayso,1.0,LAD,4.0,5,3,4,1.64,1.98,5,9,2,1,-0.038
2023,grayso,0.0,SFG,5.0,6,2,6,1.82,1.99,9,6,5,0,0.063
2023,grayso,1.0,HOU,6.0,5,3,3,2.09,2.16,10,8,5,1,0.106
2023,grayso,0.0,CLE,6.2,10,0,2,2.28,2.40,11,16,11,2,-0.118
2023,grayso,1.0,TOR,5.0,5,2,5,2.25,2.41,6,9,3,1,0.163
2023,grayso,0.0,DET,4.0,3,4,3,2.37,2.53,6,5,3,1,0.011
2023,grayso,0.0,BOS,5.0,6,2,5,2.56,2.69,7,9,3,1,-0.067
2023,grayso,1.0,ATL,6.2,7,1,5,2.67,2.80,12,9,6,0,0.074
2023,grayso,1.0,BAL,6.0,2,3,7,2.50,2.81,7,6,1,0,0.374
2023,grayso,0.0,BAL,6.0,6,3,5,2.89,2.82,10,8,8,0,-0.375
2023,grayso,1.0,SEA,5.2,5,4,5,3.16,2.89,9,7,5,0,-0.396
2023,grayso,0.0,CHW,6.0,7,1,4,3.15,2.87,10,11,7,0,0.093
2023,grayso,1.0,KCR,6.0,5,0,5,3.22,2.91,4,13,4,2,-0.110
2023,grayso,1.0,STL,7.0,5,0,8,3.18,2.91,9,9,6,1,0.236
2023,grayso,1.0,DET,6.0,7,0,10,3.18,2.77,6,9,7,0,-0.078
2023,grayso,1.0,PHI,6.0,2,3,7,3.04,2.78,8,4,2,0,0.372
2023,grayso,0.0,PIT,6.2,4,3,7,3.15,2.77,7,10,1,2,-0.077
2023,grayso,0.0,TEX,7.0,6,0,4,3.06,2.84,9,13,5,0,0.267
2023,grayso,0.0,CLE,7.0,3,1,5,2.92,2.82,11,7,4,1,0.424
2023,grayso,1.0,CLE,6.0,6,2,4,2.98,2.90,6,12,7,0,-0.028
2023,grayso,0.0,TBR,4.0,6,1,5,2.96,2.90,7,5,2,0,-0.023
2023,grayso,1.0,CHW,7.0,5,0,6,2.84,2.85,8,12,5,3,0.384
2023,grayso,0.0,LAA,6.0,4,0,8,2.80,2.84,9,6,4,0,0.197
2023,grayso,0.0,OAK,4.0,3,1,4,2.79,2.83,4,7,3,1,0.094
2023,skubata,0.0,OAK,4.0,0,0,6,0.00,1.01,3,3,2,0,0.216
2023,skubata,0.0,TOR,4.0,2,2,5,0.00,1.63,6,2,0,0,0.213
2023,skubata,1.0,KCR,4.0,8,1,3,5.25,1.92,8,8,5,2,-0.438
2023,skubata,0.0,SFG,5.0,2,0,9,3.71,1.26,4,4,1,1,0.276
2023,skubata,1.0,MIA,4.2,6,0,4,4.57,1.32,8,7,2,0,-0.225
2023,skubata,0.0,TBR,5.1,6,1,6,3.67,1.37,7,8,4,2,0.109
2023,skubata,1.0,BOS,5.1,7,2,3,4.18,2.08,12,7,4,1,-0.141
2023,skubata,1.0,CLE,6.0,3,1,7,3.76,1.98,8,6,3,0,0.279
2023,skubata,0.0,CHC,6.0,6,1,7,4.06,1.90,8,9,5,1,-0.171
2023,skubata,0.0,NYY,6.0,4,2,9,3.93,2.40,6,6,2,0,-0.039
2023,skubata,1.0,CHW,7.0,5,2,7,3.77,2.37,11,8,3,3,0.272
2023,skubata,0.0,CHW,5.0,2,1,9,3.47,2.20,5,4,3,0,0.289
2023,skubata,1.0,LAA,7.0,3,0,9,3.25,2.27,6,10,1,5,0.312
2023,skubata,1.0,OAK,7.0,2,1,10,2.95,2.14,6,5,0,1,0.283
2023,skubata,0.0,KCR,4.0,2,0,8,2.80,2.00,2,4,3,0,0.219
2023,gorema,0.0,ATL,5.1,3,4,6,1.69,3.26,6,5,2,0,0.081
2023,gorema,1.0,COL,6.0,5,2,6,2.38,3.87,7,9,4,0,0.104
2023,gorema,1.0,LAA,3.2,4,4,6,3.00,3.72,6,2,0,0,-0.120
2023,gorema,0.0,BAL,6.0,3,4,7,3.43,4.11,7,5,3,0,-0.078
2023,gorema,1.0,NYM,6.0,4,2,10,3.00,3.40,6,7,3,3,0.281
2023,gorema,0.0,CHC,4.0,7,2,4,3.77,3.74,7,8,5,1,-0.232
2023,gorema,1.0,ARI,6.0,8,1,9,3.65,3.61,7,9,7,0,0.084
2023,gorema,0.0,NYM,4.0,5,2,3,3.29,3.57,4,10,2,3,0.219
2023,gorema,1.0,MIA,5.1,5,2,7,3.69,3.64,4,10,6,2,-0.183
2023,gorema,0.0,SDP,4.2,7,4,5,3.88,4.16,8,6,3,1,-0.126
2023,gorema,1.0,KCR,7.0,3,1,11,3.57,3.94,7,6,3,0,0.331
2023,gorema,0.0,PHI,6.0,9,0,6,3.66,3.90,5,15,8,0,-0.074
2023,gorema,1.0,ATL,5.0,4,1,3,4.04,4.18,6,10,3,1,-0.279
2023,gorema,1.0,HOU,5.2,4,3,4,3.74,4.13,7,8,6,0,0.294
2023,gorema,0.0,STL,6.0,9,2,8,4.02,4.26,2,16,9,1,-0.247
2023,gorema,1.0,SDP,5.0,5,2,9,3.89,4.06,5,5,4,0,0.148
2023,gorema,1.0,PHI,2.2,6,3,3,4.48,4.25,3,8,3,1,-0.405
2023,gorema,0.0,CIN,1.1,1,0,1,4.42,4.21,1,3,1,0,0.000
2023,gorema,1.0,CHC,6.1,6,2,6,4.59,4.36,7,12,4,0,-0.027
2023,gorema,0.0,SFG,5.0,4,2,8,4.37,4.21,5,5,3,1,0.218
2023,gorema,1.0,NYM,5.0,5,4,2,4.42,4.36,6,11,3,1,-0.082
2023,gorema,0.0,MIL,6.0,3,2,5,4.34,4.38,4,11,5,2,0.057
2023,gorema,1.0,PHI,5.0,7,1,5,4.62,4.61,5,10,2,0,-0.301
2023,gorema,0.0,BOS,6.1,1,2,7,4.38,4.47,6,6,1,1,0.337
2023,gorema,1.0,NYY,4.0,4,1,4,4.38,4.60,7,8,2,1,-0.322
2023,gorema,1.0,TOR,5.0,6,2,2,4.28,4.66,5,13,4,2,0.158
2023,gorema,0.0,LAD,4.0,6,2,4,4.42,4.89,3,9,3,0,-0.241
2023,lopezpa,1.0,KCR,5.1,2,3,8,0.00,2.51,5,4,1,0,0.322
2023,lopezpa,1.0,MIA,7.0,3,1,8,0.73,2.93,6,8,3,1,0.296
2023,lopezpa,0.0,CHW,7.2,3,1,10,1.35,2.21,7,9,5,0,0.371
2023,lopezpa,1.0,NYY,6.0,7,1,7,1.73,2.64,8,10,6,0,0.058
2023,lopezpa,0.0,WSN,4.0,8,2,6,3.00,2.72,6,7,3,0,-0.286
2023,lopezpa,0.0,KCR,6.0,8,1,7,4.00,2.87,8,11,4,2,-0.083
2023,lopezpa,1.0,CHW,7.0,6,1,8,3.77,2.93,5,14,7,4,0.089
2023,lopezpa,0.0,SDP,6.1,2,4,8,3.47,3.21,3,7,2,0,0.266
2023,lopezpa,1.0,LAD,4.2,5,0,4,4.00,3.79,7,9,2,1,-0.263
2023,lopezpa,1.0,LAA,6.0,5,3,9,3.90,3.59,6,8,5,0,0.181
2023,lopezpa,0.0,TOR,5.2,5,3,6,4.11,3.91,3,12,4,2,-0.092
2023,lopezpa,0.0,CLE,5.2,8,1,5,4.54,3.76,10,10,4,3,-0.474
2023,lopezpa,1.0,TBR,7.0,5,1,6,4.25,3.77,11,8,2,2,0.218
2023,lopezpa,0.0,MIL,6.0,4,1,9,4.27,3.55,7,7,3,1,0.001
2023,lopezpa,0.0,BOS,5.2,6,3,9,4.40,3.47,4,10,7,2,-0.106
2023,lopezpa,1.0,DET,6.0,7,1,10,4.41,3.28,6,9,4,0,-0.095
2023,lopezpa,1.0,BAL,6.0,3,3,6,4.24,3.37,3,12,3,4,0.146
2023,lopezpa,0.0,KCR,9.0,4,0,12,3.89,3.15,5,13,7,0,0.384
2023,lopezpa,1.0,OAK,5.2,8,3,7,4.24,3.33,6,11,4,1,-0.403
2023,lopezpa,1.0,SEA,5.0,6,2,7,4.22,3.37,6,8,3,1,-0.017
2023,lopezpa,0.0,SEA,7.0,6,1,8,4.13,3.46,8,10,5,0,0.177
2023,lopezpa,1.0,STL,6.0,4,0,5,4.01,3.38,11,5,1,1,0.196
2023,lopezpa,1.0,DET,7.0,5,0,8,3.81,3.26,10,8,4,0,0.089
2023,lopezpa,1.0,PHI,6.0,4,1,7,3.66,3.19,6,9,5,1,0.332
2023,lopezpa,0.0,PIT,6.0,6,2,7,3.51,3.16,8,8,3,2,0.346
2023,lopezpa,0.0,TEX,5.0,10,1,4,3.69,3.37,8,12,4,1,-0.293
2023,lopezpa,0.0,CLE,6.0,8,3,5,3.66,3.44,12,9,3,0,-0.041
2023,lopezpa,1.0,CLE,6.0,8,3,3,3.59,3.45,14,8,4,1,0.090
2023,lopezpa,0.0,NYM,8.0,2,0,14,3.43,3.32,7,5,2,1,0.560
2023,lopezpa,1.0,CHW,5.0,8,0,8,3.58,3.37,10,4,1,1,-0.327
2023,lopezpa,0.0,LAA,6.0,5,1,7,3.61,3.38,7,9,2,0,0.030
2023,lopezpa,0.0,OAK,4.1,5,1,6,3.66,3.33,8,4,3,1,0.031
2023,eflinza,0.0,DET,5.0,3,1,5,1.80,1.86,7,7,3,0,0.160
2023,eflinza,0.0,OAK,6.0,9,0,7,3.27,2.53,10,8,4,0,0.014
2023,eflinza,0.0,CHW,5.0,3,0,4,2.81,2.26,7,7,1,1,0.175
2023,eflinza,1.0,CHW,5.0,6,2,5,3.00,3.68,9,6,3,0,0.062
2023,eflinza,0.0,PIT,7.0,3,0,10,2.25,2.86,10,3,1,0,0.416
2023,eflinza,1.0,BAL,6.0,7,1,4,2.91,3.17,11,10,3,2,-0.191
2023,eflinza,1.0,NYY,6.0,7,1,9,3.38,3.46,4,10,3,3,-0.150
2023,eflinza,0.0,MIL,7.0,4,0,8,3.45,3.64,5,11,3,2,0.094
2023,eflinza,0.0,TOR,7.0,6,2,0,3.17,3.70,18,8,5,0,0.182
2023,eflinza,1.0,CHC,6.0,4,1,5,3.30,3.54,11,5,4,0,-0.088
2023,eflinza,0.0,MIN,6.2,3,1,9,2.97,3.29,7,7,3,2,0.293
2023,eflinza,1.0,OAK,4.2,5,2,6,3.28,3.20,6,6,4,0,-0.153
2023,eflinza,1.0,SDP,6.0,4,2,5,3.26,3.15,9,9,2,3,0.034
2023,eflinza,0.0,KCR,6.0,7,2,7,3.35,3.38,10,7,5,0,-0.016
2023,eflinza,1.0,ARI,7.0,7,0,7,3.29,3.21,9,12,5,3,0.065
2023,eflinza,0.0,PHI,7.0,4,0,9,3.24,3.06,10,7,4,2,0.109
2023,eflinza,0.0,ATL,5.0,4,0,5,3.25,3.10,8,5,2,1,0.051
2023,eflinza,1.0,KCR,3.0,7,0,0,3.59,3.10,6,9,4,2,-0.289
2023,eflinza,0.0,BAL,7.0,2,1,8,3.36,3.00,5,10,5,2,0.440
2023,eflinza,0.0,MIA,4.0,7,1,3,3.64,2.98,9,7,3,0,-0.309
2023,eflinza,1.0,NYY,6.0,3,0,5,3.46,2.91,10,5,2,0,0.240
2023,eflinza,0.0,STL,7.0,5,0,8,3.34,2.91,8,10,1,2,0.253
2023,eflinza,0.0,CLE,3.0,9,1,3,3.67,3.09,8,6,2,1,-0.341
2023,eflinza,1.0,LAA,6.0,4,1,4,3.58,3.15,7,11,4,2,0.219
2023,eflinza,0.0,NYY,6.0,7,1,11,3.55,3.12,6,8,4,2,0.046
2023,eflinza,1.0,MIA,6.1,4,0,4,3.40,3.07,9,8,3,0,0.373
2023,eflinza,0.0,BOS,5.0,5,1,7,3.47,3.11,4,8,3,2,-0.206
2023,eflinza,0.0,SEA,5.0,7,2,6,3.53,3.07,5,11,6,0,0.050
2023,eflinza,1.0,BAL,7.0,1,0,8,3.44,3.06,8,6,2,1,0.277
2023,eflinza,0.0,LAA,5.0,6,1,10,3.44,2.97,3,8,4,0,0.026
2023,eflinza,1.0,BOS,5.0,5,0,4,3.50,3.01,10,6,1,1,0.070
2023,greenhu,0.0,PIT,3.1,5,3,8,8.10,5.06,2,5,3,0,-0.020
2023,greenhu,1.0,PHI,4.2,5,3,5,5.63,3.88,2,12,4,3,-0.039
2023,greenhu,1.0,ATL,6.0,7,0,10,5.14,2.40,6,9,6,1,0.045
2023,greenhu,0.0,TBR,3.0,3,0,1,4.24,2.43,5,6,1,1,0.162
2023,greenhu,1.0,PIT,6.0,4,2,6,3.52,2.39,3,12,4,1,0.191
2023,greenhu,1.0,OAK,5.0,5,3,10,2.89,2.26,6,4,1,0,0.015
2023,greenhu,0.0,CHW,5.2,7,1,7,3.74,2.87,6,11,3,1,-0.301
2023,greenhu,0.0,NYM,5.1,6,4,4,3.69,3.43,4,13,7,2,0.056
2023,greenhu,1.0,COL,4.0,9,1,8,4.60,3.72,4,9,4,0,-0.398
2023,greenhu,0.0,NYY,7.0,4,3,10,4.68,3.96,8,5,1,0,-0.107
2023,greenhu,1.0,CHC,6.0,0,2,11,4.18,3.59,3,4,2,1,0.194
2023,greenhu,1.0,BOS,6.0,2,3,8,3.92,3.45,2,10,0,1,0.244
2023,greenhu,1.0,STL,5.1,6,2,9,4.01,3.30,4,9,4,1,-0.129
2023,greenhu,1.0,HOU,6.0,5,4,3,3.93,3.56,6,13,4,1,0.146
2023,greenhu,0.0,TOR,3.0,10,3,4,4.72,4.41,7,10,3,0,-0.443
2023,greenhu,1.0,ARI,3.2,5,5,4,5.06,4.44,5,7,5,0,-0.310
2023,greenhu,1.0,SFG,5.1,3,1,6,4.75,4.30,6,6,2,0,0.180
2023,greenhu,0.0,STL,6.0,1,4,9,4.43,4.16,4,7,2,4,0.278
2023,greenhu,1.0,NYM,5.2,4,1,6,4.45,4.15,7,8,1,1,-0.066
2023,greenhu,0.0,MIN,7.0,3,1,14,4.24,4.01,4,5,1,0,0.337
2023,greenhu,1.0,CLE,3.0,8,1,3,4.71,4.32,3,11,2,1,-0.571
2023,greenhu,1.0,STL,5.0,9,1,6,4.82,4.25,7,10,4,0,-0.218
2024,livelbe,1.0,BOS,5.0,3,1,7,3.60,3.57,1,10,4,1,0.002
2024,livelbe,0.0,BOS,6.1,5,0,7,2.38,3.25,6,10,4,2,0.151
2024,livelbe,1.0,ATL,4.1,4,2,5,2.30,2.97,2,9,5,1,0.095
2024,livelbe,0.0,LAA,6.0,4,3,5,2.08,2.98,8,8,4,1,0.243
2024,livelbe,1.0,CHW,5.2,8,3,2,2.63,3.20,4,18,8,2,-0.133
2024,livelbe,1.0,TEX,5.0,5,3,5,3.06,4.37,3,12,3,0,0.043
2024,livelbe,0.0,NYM,5.2,6,0,7,2.84,4.17,8,7,3,0,0.177
2024,livelbe,1.0,LAA,7.0,4,2,5,2.80,4.21,7,11,1,2,0.105
2024,livelbe,0.0,WSN,5.2,5,1,4,2.84,3.99,5,11,7,0,0.126
2024,livelbe,1.0,MIA,5.0,3,0,1,2.59,3.88,12,5,2,1,0.238
2024,livelbe,1.0,TOR,4.0,6,3,4,3.02,4.07,6,7,2,2,-0.171
2024,livelbe,0.0,TOR,5.2,3,2,4,3.03,4.41,7,8,3,1,0.038
2024,livelbe,1.0,KCR,6.0,6,1,5,3.03,4.25,8,9,5,1,-0.012
2024,livelbe,0.0,CHW,6.0,6,1,6,3.14,4.21,13,5,1,0,0.091
2024,livelbe,1.0,DET,5.1,7,1,4,3.59,4.40,9,9,2,1,-0.188
2024,livelbe,1.0,TBR,5.1,3,2,7,3.58,4.56,4,8,1,0,0.007
2024,livelbe,0.0,SDP,5.1,6,2,2,3.57,4.51,6,13,4,3,-0.006
2024,livelbe,1.0,PHI,6.0,3,2,6,3.44,4.49,7,9,1,4,0.259
2024,livelbe,0.0,BAL,6.0,4,1,4,3.42,4.50,6,11,3,1,0.126
2024,livelbe,0.0,ARI,5.0,4,4,2,3.59,4.74,5,12,1,7,-0.170
2024,livelbe,0.0,CHC,3.2,5,4,1,3.71,5.01,7,8,5,0,-0.164
2024,livelbe,1.0,MIL,6.0,5,2,5,3.68,4.91,9,7,4,1,0.024
2024,livelbe,0.0,TEX,6.2,5,1,4,3.62,4.78,13,9,3,1,0.060
2024,livelbe,0.0,PIT,4.1,9,1,3,3.92,4.80,8,12,7,0,-0.474
2024,livelbe,1.0,KCR,4.0,7,1,3,4.07,4.83,4,12,5,1,-0.255
2024,livelbe,1.0,CHW,2.0,1,0,2,4.01,4.77,3,2,1,1,0.101
2024,livelbe,0.0,TBR,5.0,4,1,2,3.87,4.71,11,6,3,0,0.146
2024,livelbe,1.0,STL,5.0,3,1,2,3.80,4.65,9,7,2,1,0.174
2024,livelbe,0.0,HOU,4.0,5,4,4,3.81,4.66,5,9,3,2,-0.243
2024,pepiory,0.0,TEX,5.2,4,4,3,9.53,6.52,7,10,3,3,-0.189
2024,pepiory,1.0,COL,6.0,3,0,11,4.63,2.91,4,5,1,2,0.327
2024,pepiory,0.0,SFG,5.0,5,1,6,5.40,4.01,2,12,3,2,-0.223
2024,pepiory,0.0,LAA,6.0,3,3,7,4.37,3.56,4,9,2,1,0.217
2024,pepiory,0.0,DET,6.0,3,2,4,3.77,3.86,4,12,3,1,0.180
2024,pepiory,1.0,MIL,6.0,2,0,7,3.12,3.34,6,7,2,3,0.397
2024,pepiory,0.0,NYM,2.0,3,1,3,3.68,3.68,0,6,2,0,-0.323
2024,pepiory,0.0,BOS,4.0,2,4,3,3.98,3.85,4,6,2,1,-0.027
2024,pepiory,0.0,OAK,5.2,3,1,7,3.88,3.53,4,9,5,3,0.135
2024,pepiory,1.0,MIA,6.0,6,0,8,3.96,3.43,5,11,3,2,-0.062
2024,pepiory,0.0,BAL,6.0,9,0,9,4.17,3.54,9,8,4,1,-0.206
2024,pepiory,1.0,ATL,4.2,6,3,4,4.57,4.15,5,10,4,1,-0.275
2024,pepiory,1.0,PIT,3.1,3,4,3,4.61,4.24,4,6,3,1,-0.137
2024,pepiory,0.0,SEA,5.1,1,2,8,4.40,4.02,2,7,2,2,0.276
2024,pepiory,1.0,KCR,4.0,4,3,0,4.40,4.09,3,12,6,0,-0.038
2024,pepiory,0.0,NYY,5.2,4,3,7,4.20,3.97,6,8,4,1,0.134
2024,pepiory,0.0,CLE,6.0,2,0,4,3.92,3.85,11,5,2,1,0.360
2024,pepiory,0.0,ARI,5.1,6,1,5,3.69,3.74,7,9,2,4,-0.048
2024,pepiory,1.0,OAK,6.0,3,1,5,3.65,3.79,6,10,3,2,0.019
2024,pepiory,1.0,SEA,6.0,7,1,6,3.61,3.98,7,12,5,1,-0.326
2024,pepiory,0.0,SDP,3.0,4,4,4,3.76,4.11,1,8,3,0,-0.155
2024,pepiory,1.0,BAL,5.1,6,2,4,3.66,4.17,7,11,4,2,0.215
2024,pepiory,1.0,CLE,2.0,4,2,1,3.76,4.18,6,3,3,0,-0.122
2024,pepiory,0.0,BOS,6.0,2,0,12,3.64,4.04,1,7,2,2,0.189
2024,pepiory,1.0,DET,5.0,3,4,6,3.64,4.01,3,9,5,2,-0.009
2024,pepiory,1.0,BOS,4.0,4,2,5,3.60,3.95,2,9,3,3,-0.024
2024,galleza,0.0,COL,5.0,3,2,3,1.80,3.77,6,9,3,2,0.066
2024,galleza,0.0,NYY,6.0,3,3,6,0.82,3.17,8,5,4,0,0.279
2024,galleza,1.0,COL,5.0,8,0,10,2.25,1.92,6,7,7,0,-0.020
2024,galleza,0.0,STL,6.0,4,2,7,1.64,1.89,6,8,5,1,0.303
2024,galleza,1.0,SFG,5.0,9,1,6,3.00,2.76,6,12,5,1,-0.364
2024,galleza,1.0,SEA,5.0,3,1,3,3.38,3.54,5,10,5,1,-0.075
2024,galleza,1.0,CIN,6.0,1,3,6,2.84,3.40,5,8,2,1,0.376
2024,galleza,1.0,BAL,6.0,4,2,4,2.86,3.62,8,9,5,0,0.179
2024,galleza,0.0,DET,6.2,7,0,10,3.02,3.17,5,12,6,0,0.089
2024,galleza,0.0,MIA,7.0,8,1,5,3.12,3.27,10,11,3,0,-0.053
2024,galleza,1.0,NYM,0.0,1,0,0,3.12,3.27,0,1,1,0,-0.035
2024,galleza,0.0,OAK,6.0,1,1,7,2.83,3.09,8,3,0,0,0.309
2024,galleza,1.0,LAD,4.0,4,3,4,3.06,3.11,5,7,4,1,-0.085
2024,galleza,0.0,ATL,5.1,7,1,4,3.33,3.22,9,10,5,2,-0.161
2024,galleza,0.0,TOR,3.2,9,1,1,3.87,3.40,9,9,7,0,-0.305
2024,galleza,1.0,CHC,5.0,3,6,4,3.64,3.51,9,5,1,0,0.264
2024,galleza,0.0,PIT,6.0,5,3,6,3.70,3.49,8,9,5,2,-0.225
2024,galleza,0.0,WSN,6.0,6,1,6,3.56,3.37,12,6,3,0,0.235
2024,galleza,1.0,CLE,7.0,8,2,4,3.75,3.33,11,12,5,0,-0.351
2024,galleza,0.0,PHI,4.1,5,2,3,3.69,3.33,7,9,5,1,0.034
2024,galleza,1.0,TBR,5.0,9,2,3,3.85,3.35,8,11,5,0,-0.224
2024,galleza,1.0,BOS,6.0,2,4,9,3.65,3.29,4,6,2,2,0.362
2024,galleza,0.0,LAD,5.0,6,2,7,3.87,3.35,6,8,6,0,-0.231
2024,galleza,1.0,SFG,6.0,0,4,8,3.69,3.31,4,5,1,2,0.315
2024,galleza,0.0,TEX,5.0,2,2,7,3.55,3.24,3,7,2,1,0.220
2024,galleza,0.0,MIL,5.0,6,2,7,3.61,3.28,7,7,2,0,0.052
2024,galleza,1.0,MIL,5.0,7,1,5,3.74,3.50,7,10,4,0,-0.177
2024,galleza,0.0,SFG,6.0,2,2,11,3.65,3.38,6,3,2,1,0.157
2024,crochga,0.0,DET,6.0,5,0,8,1.50,0.50,7,8,3,1,0.180
